Client ID,Name,Age,State,City,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND17149,Asha Iyer,22,Maharashtra,Mumbai,73939,03-04-2010,Kunal Singh,Indian,IT Consultant,Low,Jade,1048205.4,129126.21,1,64963.3,2940935.55,7194956.61,2176654.93,1836103.34,415920.53,2884969.87,5,5,5,2,5
IND17150,Ramesh Reddy,35,Gujarat,Ahmedabad,99633,06-08-2006,Pooja Kumar,Indian,Network Engineer,Mid,Jade,379384.78,94653.85,3,,1895702.28,4447969.17,1160993.45,1383260.51,230671.76,4791678.19,2,1,2,1,2
IND17151,Asha Sharma,22,Gujarat,Vadodara,46391,20-10-2015,Pooja Das,Indian,Accountant,Mid,Jade,341675.64,16145.15,4,139858.1,804586.92,7711215.59,1026526.69,2721548.54,392497.75,1656250.05,1,2,1,2,3
IND17152,Kunal Sharma,35,Karnataka,Bengaluru,96454,20-10-2022,Sneha Patel,Indian,Support Engineer,Mid,Jade,349148.91,288528.62,2,144082.07,1537590.8,6067476.45,666101.26,3240419.89,34860.25,841218.72,4,3,1,1,3
IND17153,Asha Verma,50,Maharashtra,Nagpur,45140,09-11-2010,Arjun Das,Indian,Business Analyst,High,Jade,,134577.58,1,79692.95,4613477.38,653008.89,2656138.7,2121851.01,370404.39,4792036.38,5,4,1,2,2
IND17154,Vikas Singh,22,Tamil Nadu,Chennai,71754,23-11-2005,Priya Mehta,Indian,IT Consultant,Low,Gold,818789.71,25401.79,2,109074.75,1929914.99,2333282.22,1360430.18,1481457.9,419122.1,5046018.74,4,5,5,1,4
IND17155,Anjali Verma,50,Tamil Nadu,Coimbatore,39381,20-09-2015,Kavita Gupta,Indian,,Low,Gold,871426.52,164700.59,0,,4744068.0,2006437.55,2967318.94,488167.57,312458.02,275581.38,3,1,1,2,3
IND17156,Ankit Singh,30,Tamil Nadu,Coimbatore,61560,30-06-2006,Rahul Sharma,Indian,Network Engineer,High,Silver,472770.76,131015.55,2,,2419399.1,6264178.6,2154058.42,1112223.52,86936.07,5082091.61,1,2,1,1,5
IND17157,Ritu Kumar,25,Karnataka,Mysuru,86649,13-04-2015,Priya Das,Indian,Data Analyst,Low,Silver,902482.53,85972.83,0,90549.73,3271296.0,2124891.72,60438.72,1696210.45,261563.14,1342802.78,0,3,3,2,5
IND17158,Ankit Iyer,40,Tamil Nadu,Madurai,82902,11-08-2011,Suresh Singh,Indian,Data Analyst,High,Platinum,932668.25,278421.75,3,19673.35,1226412.75,4915998.26,110000.84,3487108.65,125874.82,5422299.98,3,4,2,1,4
IND17159,Pooja Sharma,30,Tamil Nadu,Chennai,85190,06-08-2008,Priya Singh,Indian,System Administrator,Mid,Platinum,1012580.08,188659.85,4,129610.79,660555.69,4084476.4,2202397.89,2957415.12,392853.44,4451970.9,2,5,3,2,2
IND17160,Amit Iyer,22,Maharashtra,Pune,19417,02-06-2024,Nisha Iyer,Indian,Accountant,Mid,Platinum,787417.97,233309.45,4,144826.29,2129741.94,2863558.08,1948928.44,463735.44,164630.54,701919.96,4,1,4,1,2
IND17161,Pooja Gupta,35,Gujarat,Ahmedabad,81636,12-03-2015,Priya Reddy,Indian,Network Engineer,High,Jade,922751.08,215833.04,4,63959.37,979298.71,7913596.46,437980.6,3452009.14,394596.89,3054381.55,3,2,3,2,2
IND17162,Kunal Gupta,45,Maharashtra,Nagpur,49364,23-10-2007,Pooja Singh,Indian,Network Engineer,High,Platinum,651389.56,53961.38,0,69169.95,4990939.48,1330354.5,758601.5,1172150.5,211402.47,4379656.31,5,3,3,1,3
IND17163,Pooja Verma,40,West Bengal,Howrah,65649,28-01-2008,Asha Reddy,Indian,Support Engineer,Low,Gold,752112.65,135515.4,1,2170.18,4712080.14,3384402.02,410337.72,2414652.54,340460.32,5257180.69,1,4,3,2,5
IND17164,Rahul Patel,30,Delhi,New Delhi,23764,23-01-2007,Ankit Singh,Indian,Data Analyst,Low,Silver,265764.68,63242.01,1,124546.32,3895322.84,2858918.14,2073102.28,3629502.16,384279.02,5036037.98,4,5,1,1,4
IND17165,Pooja Verma,22,Delhi,New Delhi,18113,07-08-2015,Amit Patel,Indian,IT Consultant,High,Gold,922824.71,233796.75,3,96381.08,4484050.61,6530306.39,2653738.52,3447650.22,477537.49,87625.52,0,1,5,2,2
IND17166,Amit Mehta,30,Delhi,New Delhi,29823,12-01-2021,Anjali Das,Indian,Accountant,Low,Silver,279614.65,126302.59,4,,22482.37,4056819.44,2611429.79,2456332.75,50673.41,690823.43,1,2,2,1,2
IND17167,Priya Sharma,22,Gujarat,Surat,3583,10-10-2019,Vikas Gupta,Indian,System Administrator,Low,Jade,372865.69,219514.37,1,136967.37,4616747.54,4054976.92,2998290.24,3692942.5,349536.43,3789928.2,0,3,4,2,4
IND17168,Vikas Singh,45,Delhi,New Delhi,39824,06-05-2008,Asha Patel,Indian,Support Engineer,Low,Gold,1191152.05,232809.32,1,21509.06,4331119.62,2191395.68,2609071.24,694504.21,430764.72,4015650.62,5,4,2,1,5
IND17169,Anjali Mehta,40,Gujarat,Vadodara,92614,05-03-2012,Sneha Singh,Indian,,Low,Jade,346327.29,219456.95,2,57794.83,3367205.86,6320591.17,2150536.86,2409573.56,34911.02,1397960.51,1,5,2,2,3
IND17170,Ankit Singh,25,Gujarat,Vadodara,96404,05-11-2007,Neha Verma,Indian,Bank Officer,Low,Gold,794691.72,91232.11,2,55736.95,4717609.23,7323309.27,2161597.03,1803083.82,182070.12,3156821.57,1,1,2,1,5
IND17171,Ritu Iyer,22,Maharashtra,Pune,57212,29-06-2020,Rohit Iyer,Indian,Bank Officer,High,Gold,740706.15,112554.21,0,85467.63,3357409.09,6613605.69,2903221.0,2148225.82,54801.47,5597011.27,1,2,1,2,5
IND17172,Amit Kumar,30,Gujarat,Vadodara,52395,28-01-2011,Sneha Verma,Indian,Support Engineer,Mid,Jade,446456.95,276961.68,0,124200.71,4497705.44,6711644.25,223177.89,3864146.01,23008.58,3412591.47,3,3,1,1,5
IND17173,Priya Sharma,40,Karnataka,Mysuru,2386,21-08-2018,Pooja Das,Indian,Support Engineer,Mid,Platinum,1001239.03,175899.61,4,102437.1,2621525.63,5116112.58,1773140.19,2968815.57,451860.07,4797763.92,5,4,3,2,1
IND17174,Ramesh Kumar,22,West Bengal,Kolkata,60770,20-11-2019,Ankit Das,Indian,Network Engineer,Mid,Gold,,29668.01,4,,3816210.26,60907.34,947005.33,260763.66,353002.46,2246027.56,4,5,5,1,3
IND17175,Pooja Singh,35,Karnataka,Mangaluru,53150,31-10-2017,Kunal Iyer,Indian,Data Analyst,Mid,Silver,1055988.52,220365.53,2,149715.32,253552.59,5630012.1,722255.55,870463.66,414570.87,3085168.7,0,1,1,2,1
IND17176,Vikas Reddy,25,Delhi,New Delhi,9080,23-08-2024,Priya Patel,Indian,Software Engineer,Low,Gold,,212235.42,3,123008.96,885447.64,2542475.11,1325742.98,3133721.22,455566.16,1374201.39,4,2,3,1,2
IND17177,Neha Gupta,22,Maharashtra,Pune,26815,21-01-2013,Neha Mehta,Indian,Support Engineer,Low,Silver,334314.97,151689.79,2,7493.1,3509490.2,4580087.72,874645.17,892125.1,490514.56,5578719.97,2,3,5,2,3
IND17178,Ankit Sharma,25,Delhi,New Delhi,98709,11-05-2007,Vikas Patel,Indian,Business Analyst,Mid,Platinum,324885.06,167204.92,4,148355.19,3380336.66,7586258.62,1590849.38,1832588.95,275249.13,2271336.19,0,4,4,1,1
IND17179,Ritu Verma,25,Telangana,Warangal,35481,23-02-2021,Ankit Das,Indian,Data Analyst,Mid,Silver,583982.98,154928.81,4,137995.56,3847383.66,5324889.22,375013.78,3716536.81,309340.1,1756601.28,0,5,4,2,5
IND17180,Kunal Mehta,45,Gujarat,Vadodara,26394,14-02-2017,Rahul Iyer,Indian,System Administrator,Mid,Jade,1146119.67,226116.81,0,29269.48,534362.81,7281842.36,2725721.18,3157817.49,103876.48,5705210.53,3,1,4,1,4
IND17181,Pooja Singh,35,Karnataka,Bengaluru,69969,04-02-2012,Kunal Iyer,Indian,Data Analyst,Low,Gold,1175122.59,65539.5,4,122223.98,3010233.02,428869.14,188306.34,2965794.16,84716.64,3379813.38,5,2,5,2,3
IND17182,Suresh Iyer,35,Karnataka,Bengaluru,85397,29-12-2019,Asha Sharma,Indian,Accountant,High,Gold,1131052.11,230821.03,4,128056.87,2633617.99,5430895.21,138502.68,480516.39,376555.76,1274007.09,3,3,2,1,3
IND17183,Pooja Kumar,50,Maharashtra,Mumbai,5697,24-07-2015,Kunal Iyer,Indian,Support Engineer,Low,Gold,,191119.07,1,30245.89,3218716.42,6192518.1,2996231.85,1802350.62,172256.29,4831065.69,5,4,1,2,2
IND17184,Kunal Das,25,West Bengal,Howrah,50035,14-08-2024,Asha Kumar,Indian,Bank Officer,Mid,Gold,776630.61,114242.23,2,8360.71,1119991.43,6800253.64,1233878.67,727735.96,291112.59,3123451.43,2,5,2,1,3
IND17185,Neha Patel,22,Tamil Nadu,Madurai,74251,26-05-2022,Nisha Sharma,Indian,Data Analyst,Mid,Silver,991092.77,166350.63,2,98723.98,3433221.56,1916332.19,1422385.87,2603085.42,81818.25,1620772.31,3,1,1,2,5
IND17186,Rahul Mehta,45,Gujarat,Surat,66056,10-07-2018,Rahul Das,Indian,IT Consultant,High,Jade,602689.05,73989.24,0,2522.77,1247611.81,920974.87,419394.63,321046.49,273451.34,1763111.43,5,2,2,1,5
IND17187,Priya Mehta,50,Telangana,Hyderabad,68197,04-12-2005,Pooja Das,Indian,Software Engineer,Low,Silver,431345.88,24323.28,3,137347.26,4960965.67,3090737.8,118595.43,1037110.18,163078.24,193311.3,2,3,2,2,4
IND17188,Suresh Verma,30,Telangana,Warangal,12939,31-07-2014,Amit Mehta,Indian,Business Analyst,Mid,Platinum,803633.05,196376.78,4,58233.59,1306712.25,6960225.16,723003.21,3347435.74,372353.7,5551695.5,5,4,2,1,2
IND17189,Asha Patel,50,Maharashtra,Pune,88959,07-11-2024,Sneha Das,Indian,Bank Officer,High,Gold,1049193.35,136641.5,3,17470.89,4716174.53,7541738.96,896645.56,2605641.56,139099.2,2577653.83,1,5,3,2,5
IND17190,Amit Patel,40,Telangana,Warangal,66194,26-10-2022,Neha Patel,Indian,Network Engineer,High,Silver,693313.58,14598.72,1,135424.66,2793989.55,6444347.4,234599.1,2992727.2,264867.4,4866176.76,3,1,4,1,3
IND17191,Asha Verma,22,Tamil Nadu,Coimbatore,34907,29-04-2018,Arjun Verma,Indian,System Administrator,High,Platinum,1108212.53,161225.4,0,148916.32,3119523.21,1124309.45,1787271.92,2964254.56,116911.76,453271.73,4,2,2,2,4
IND17192,Ankit Singh,25,Delhi,New Delhi,91505,06-03-2016,Kavita Mehta,Indian,Support Engineer,Low,Gold,529445.22,131633.69,1,1908.22,1283357.56,1092110.84,692545.34,1378266.12,1893.95,5630652.75,4,3,2,1,2
IND17193,Anjali Gupta,30,Delhi,New Delhi,62001,20-07-2011,Nisha Reddy,Indian,IT Consultant,High,Jade,597739.34,171236.14,4,76241.91,3014550.86,1544506.07,874414.31,714033.75,237036.75,2584924.42,2,4,1,2,2
IND17194,Rohit Das,30,Maharashtra,Mumbai,48511,19-06-2008,Kavita Das,Indian,Data Analyst,Low,Silver,904182.02,162588.13,2,48441.33,1248730.42,3458701.95,1363259.35,137451.03,112206.59,994365.93,4,5,4,1,4
IND17195,Ritu Sharma,50,Gujarat,Surat,40908,01-07-2013,Arjun Sharma,Indian,Network Engineer,Mid,Platinum,322165.68,66941.9,3,,2926339.65,4550115.1,2867942.72,686512.62,60771.53,1093086.7,1,1,3,2,2
IND17196,Amit Kumar,35,Delhi,New Delhi,99025,10-03-2024,Rohit Sharma,Indian,Software Engineer,High,Silver,822087.63,12989.14,1,134855.87,4258690.25,576116.57,1543728.05,2464998.12,441309.61,1740768.29,2,2,4,1,1
IND17197,Kavita Sharma,40,Karnataka,Mangaluru,49931,27-02-2020,Suresh Kumar,Indian,Data Analyst,Low,Platinum,791567.8,19079.29,2,57479.71,2523362.39,6039977.79,778522.22,2921376.52,239464.82,4079927.24,5,3,3,2,5
IND17198,Rohit Singh,50,Karnataka,Mysuru,36984,18-04-2010,Amit Sharma,Indian,Support Engineer,Low,Gold,1133935.55,32490.54,3,147469.73,1630672.22,3799709.76,2015947.42,3206136.88,120299.71,2516553.25,0,4,2,1,4
IND17199,Neha Reddy,45,Tamil Nadu,Chennai,93472,10-01-2017,Priya Gupta,Indian,System Administrator,Low,Platinum,776671.48,262247.28,2,66072.94,249013.84,117415.41,2724549.96,1926949.98,125180.8,3205905.98,3,5,3,2,3
IND17200,Rahul Patel,50,Telangana,Hyderabad,4350,10-06-2017,Anjali Sharma,Indian,IT Consultant,Low,Jade,787951.83,167313.37,0,90645.79,242345.29,3746836.89,1518147.44,3602160.02,375062.18,304897.26,1,1,2,1,4
IND17201,Neha Das,35,Tamil Nadu,Chennai,48369,01-12-2006,Kavita Sharma,Indian,,Mid,Silver,1132258.92,210554.38,4,24253.55,3034560.79,3455388.7,1178295.26,2152966.8,76118.22,604817.96,4,2,5,2,3
IND17202,Vikas Kumar,50,Karnataka,Mangaluru,8501,23-05-2019,Neha Mehta,Indian,Support Engineer,Mid,Platinum,346823.0,151299.84,0,9706.51,413959.2,4347115.72,1916753.91,954262.23,424443.14,5001364.09,2,3,1,1,5
IND17203,Anjali Mehta,22,Delhi,New Delhi,51184,27-10-2014,Kavita Singh,Indian,,High,Silver,,14619.2,3,16423.62,1051069.21,6571589.64,2084076.23,3530636.44,145696.4,1313983.7,5,4,1,2,4
IND17204,Vikas Mehta,30,West Bengal,Howrah,73649,30-05-2006,Amit Gupta,Indian,,Low,Silver,1083575.76,43890.41,2,115618.83,808622.82,7990609.96,1821666.38,3869651.75,142394.99,,2,5,2,1,5
IND17205,Nisha Das,30,Maharashtra,Mumbai,34596,17-04-2007,Ritu Mehta,Indian,,Low,Platinum,445072.06,66912.12,1,47389.8,665397.08,1869140.51,2058232.44,3256048.65,443125.42,3930687.13,0,1,2,2,3
IND17206,Amit Iyer,45,West Bengal,Kolkata,45054,29-01-2008,Arjun Reddy,Indian,Network Engineer,High,Silver,,264765.1,1,116503.55,4903299.2,1989852.3,76624.17,1965032.0,157704.81,,0,2,5,1,5
IND17207,Anjali Kumar,25,Karnataka,Mangaluru,27852,26-09-2012,Ramesh Verma,Indian,Data Analyst,Low,Silver,724220.64,117306.05,1,57483.16,1219401.89,1305878.63,2627117.47,737308.09,308179.93,4102326.55,1,3,2,2,5
IND17208,Vikas Iyer,40,Karnataka,Bengaluru,11308,09-10-2023,Anjali Reddy,Indian,Support Engineer,Mid,Gold,518159.83,124530.79,2,21633.52,50118.58,3958029.71,612680.17,2119512.95,236195.2,3159317.1,1,4,4,1,2
IND17209,Ritu Patel,22,Maharashtra,Pune,93719,08-04-2022,Kunal Singh,Indian,Network Engineer,High,Jade,558009.43,140281.26,2,64858.53,735776.07,1517446.11,323620.02,3983826.8,377631.8,1787943.68,0,5,4,2,5
IND17210,Rohit Singh,45,Tamil Nadu,Madurai,71206,17-10-2007,Ankit Reddy,Indian,Data Analyst,Mid,Jade,1136448.5,87573.72,2,116877.14,2369879.91,2264842.47,2302549.42,2405327.96,4471.05,2432456.66,1,1,2,1,2
IND17211,Anjali Patel,22,West Bengal,Kolkata,54313,25-10-2007,Ritu Reddy,Indian,Accountant,High,Gold,502055.14,27827.11,4,114179.93,2214045.28,3632640.5,1661414.61,1376423.96,122862.9,565517.35,0,2,3,2,4
IND17212,Vikas Patel,30,Tamil Nadu,Coimbatore,47637,12-06-2005,Asha Kumar,Indian,Bank Officer,Mid,Gold,405445.11,298939.94,4,142319.06,4509560.54,3616009.07,2012732.74,2892092.91,91260.47,3954178.17,1,3,5,1,2
IND17213,Ritu Sharma,22,Tamil Nadu,Coimbatore,4229,05-01-2024,Sneha Verma,Indian,Support Engineer,Mid,Gold,311890.04,18159.46,1,137188.79,3692898.94,3147625.57,1874374.92,1078794.3,32987.86,3790711.22,4,4,2,2,1
IND17214,Ankit Verma,45,Tamil Nadu,Madurai,67839,08-06-2009,Suresh Iyer,Indian,Support Engineer,High,Jade,346271.26,103123.53,1,623.25,4073442.18,3123311.39,42565.01,3972091.45,325664.95,5324729.99,4,5,1,1,4
IND17215,Anjali Reddy,25,Karnataka,Bengaluru,26774,31-03-2022,Sneha Reddy,Indian,Bank Officer,High,Silver,351413.09,271940.8,1,41708.86,2533339.58,629806.08,2348982.37,1343854.83,425994.1,1459452.15,4,1,1,2,1
IND17216,Ankit Verma,50,Telangana,Warangal,53947,19-12-2015,Arjun Verma,Indian,,High,Gold,363373.71,191071.53,2,98202.29,410711.08,7255662.12,1538731.01,2741164.93,346587.52,5330986.44,5,2,5,1,2
IND17217,Ritu Sharma,30,Maharashtra,Pune,82246,16-07-2023,Sneha Gupta,Indian,Data Analyst,Low,Silver,712948.19,113562.85,0,63846.18,928482.01,447979.0,988879.91,1602600.97,103613.92,3879387.27,5,3,2,2,3
IND17218,Vikas Iyer,30,Delhi,New Delhi,37490,05-10-2012,Arjun Sharma,Indian,IT Consultant,Low,Jade,1033399.82,83247.43,4,132347.7,957014.19,2719806.65,1314856.51,1720281.84,434025.85,801590.48,3,4,1,1,2
IND17219,Priya Singh,45,Gujarat,Ahmedabad,35251,07-10-2018,Neha Sharma,Indian,Software Engineer,High,Gold,,126872.54,2,59182.27,3046248.42,1102574.74,871577.2,2552844.52,16012.09,5252542.58,1,5,5,2,2
IND17220,Ankit Patel,25,Gujarat,Vadodara,57233,02-06-2017,Nisha Mehta,Indian,Accountant,High,Silver,577782.98,108418.99,0,139312.74,2154254.92,5324666.09,570849.62,2628299.36,278062.39,2124832.12,1,1,1,1,1
IND17221,Kavita Verma,35,West Bengal,Kolkata,87559,15-12-2017,Ankit Das,Indian,Accountant,Mid,Jade,936541.49,167973.29,4,95712.52,4105633.95,7603928.34,512123.09,3341755.34,290898.16,502146.22,4,2,3,2,3
IND17222,Suresh Verma,50,West Bengal,Howrah,50309,25-10-2009,Vikas Sharma,Indian,Software Engineer,Mid,Platinum,1142456.77,94942.85,2,118301.67,2653109.71,7468909.93,1683087.53,2397854.84,139123.81,232371.56,5,3,4,1,4
IND17223,Kavita Das,22,Karnataka,Bengaluru,73222,30-09-2005,Arjun Das,Indian,IT Consultant,High,Platinum,575754.85,151140.74,4,9781.51,1838024.35,4940030.42,1416190.18,2211567.99,39072.07,4805342.45,3,4,1,2,3
IND17224,Rahul Iyer,30,Gujarat,Surat,42064,02-12-2008,Sneha Reddy,Indian,System Administrator,Mid,Silver,730489.73,250127.79,3,122603.19,3036256.91,6295847.0,104955.12,3729840.93,221585.31,3207738.96,1,5,1,1,1
IND17225,Kavita Singh,35,Karnataka,Mysuru,79618,03-01-2012,Pooja Patel,Indian,Data Analyst,High,Silver,893166.0,68034.81,2,14269.64,1295535.88,7342478.14,1150194.99,1573499.74,213034.91,1308494.67,2,1,5,2,3
IND17226,Suresh Kumar,25,Karnataka,Bengaluru,54908,29-12-2006,Pooja Mehta,Indian,Software Engineer,Low,Silver,971931.41,200247.1,0,35809.49,623569.7,470936.9,207245.43,3806693.27,2921.39,924269.59,0,2,4,1,2
IND17227,Anjali Kumar,30,Tamil Nadu,Chennai,77369,10-12-2007,Arjun Reddy,Indian,Network Engineer,Mid,Jade,853830.06,215499.94,3,143930.89,466339.29,6892000.05,2529767.69,3847346.18,19529.96,3447416.02,3,3,1,2,3
IND17228,Amit Das,25,Maharashtra,Nagpur,23139,05-05-2013,Neha Iyer,Indian,,Mid,Platinum,363115.64,282756.48,1,45954.02,4189732.24,6539214.22,162697.98,2031742.45,470121.05,1421411.99,5,4,3,1,2
IND17229,Asha Iyer,50,Telangana,Warangal,45504,22-12-2020,Suresh Mehta,Indian,System Administrator,High,Jade,519440.61,262292.01,3,7952.08,4818049.35,5848290.36,1121256.85,3760164.21,490524.36,4151063.47,0,5,1,2,4
IND17230,Rahul Mehta,40,Tamil Nadu,Coimbatore,81457,04-01-2016,Vikas Reddy,Indian,Software Engineer,Mid,Platinum,885391.46,224778.77,2,25430.06,2091488.47,3805917.2,554735.54,1155286.39,20997.05,598732.47,5,1,5,1,5
IND17231,Nisha Iyer,40,Tamil Nadu,Chennai,90383,05-06-2023,Neha Das,Indian,,Low,Jade,432611.22,173265.17,1,83259.75,1328337.08,6234106.38,450158.37,479952.02,68677.2,,2,2,2,2,1
IND17232,Vikas Patel,30,Tamil Nadu,Chennai,78908,29-04-2008,Kavita Patel,Indian,Software Engineer,High,Jade,514974.07,139836.8,2,126098.24,4505972.39,6327911.21,49126.12,2523925.49,200655.16,1147086.49,4,3,5,1,3
IND17233,Pooja Das,40,Telangana,Hyderabad,57439,04-03-2009,Anjali Kumar,Indian,Network Engineer,High,Platinum,719332.18,124594.41,2,107826.4,1051245.57,7769630.15,1111342.24,987861.97,467825.13,2831379.02,5,4,1,2,5
IND17234,Vikas Iyer,25,Karnataka,Mysuru,96091,23-12-2020,Nisha Gupta,Indian,Software Engineer,Mid,Silver,863257.84,200685.49,1,126855.3,261232.96,3593305.45,2958612.59,905008.33,174111.45,4283764.9,0,5,3,1,4
IND17235,Pooja Singh,22,Tamil Nadu,Madurai,27919,01-06-2019,Vikas Mehta,Indian,,Low,Gold,1145763.31,238253.99,3,39282.94,4067491.74,7220604.27,2390775.37,1271795.22,332726.08,4511718.84,1,1,3,2,3
IND17236,Rahul Mehta,30,Karnataka,Bengaluru,92221,11-06-2014,Suresh Verma,Indian,System Administrator,Low,Gold,963480.19,108920.12,0,20876.72,3642734.51,2321539.05,2985284.27,2863649.54,206081.68,3767151.67,1,2,3,1,5
IND17237,Anjali Gupta,30,Tamil Nadu,Coimbatore,64840,14-09-2021,Sneha Reddy,Indian,Data Analyst,Mid,Platinum,1003421.27,86960.0,1,73568.93,1539371.21,6109709.15,1650018.19,3815814.63,112437.13,4843913.21,4,3,5,2,5
IND17238,Vikas Verma,50,Delhi,New Delhi,81914,24-10-2021,Ramesh Gupta,Indian,Business Analyst,High,Platinum,1073730.25,114229.1,3,24391.12,2951190.23,3863192.85,178058.18,1074785.79,2770.49,2188845.05,3,4,5,1,2
IND17239,Nisha Verma,35,Gujarat,Surat,76606,16-02-2017,Kunal Das,Indian,Network Engineer,Mid,Jade,,252984.67,1,,3417179.02,5900551.74,2551197.66,810902.77,58126.69,,1,5,2,2,4
IND17240,Amit Singh,45,Karnataka,Mangaluru,21015,07-11-2011,Asha Reddy,Indian,Bank Officer,High,Gold,851874.95,247249.21,1,47251.03,2833121.08,6245370.67,1990386.93,3238963.73,291992.99,4646748.74,0,1,4,1,5
IND17241,Nisha Gupta,35,Tamil Nadu,Chennai,27278,09-06-2023,Vikas Mehta,Indian,Business Analyst,Low,Gold,726018.24,95564.27,2,98382.5,3887662.28,2340812.82,1093917.53,3634026.72,46285.6,1710393.06,0,2,4,2,3
IND17242,Ankit Gupta,40,Gujarat,Ahmedabad,84805,12-12-2015,Suresh Gupta,Indian,Accountant,Mid,Gold,1060772.96,186765.31,3,88696.79,1991799.89,4486632.65,2932514.88,2901091.87,228712.19,3665093.33,4,3,3,1,4
IND17243,Nisha Singh,40,West Bengal,Kolkata,46020,27-11-2023,Amit Kumar,Indian,IT Consultant,Low,Gold,791104.84,132192.92,1,100554.57,4402095.27,7778545.54,78367.87,1287200.02,160487.33,3523351.02,2,4,2,2,4
IND17244,Arjun Sharma,40,Telangana,Warangal,39007,30-01-2010,Nisha Iyer,Indian,Software Engineer,Mid,Jade,339511.33,91857.88,3,25580.85,729377.64,5753436.36,2851303.4,2836913.65,330228.59,3661450.19,0,5,5,1,3
IND17245,Pooja Sharma,40,Karnataka,Mangaluru,63228,18-09-2007,Pooja Reddy,Indian,Network Engineer,Low,Platinum,402259.97,23754.94,4,28233.12,3116739.37,5999570.79,1735326.3,3009826.31,136920.55,1972820.7,2,1,5,2,4
IND17246,Amit Verma,40,Telangana,Warangal,13684,04-04-2014,Kunal Verma,Indian,Accountant,High,Jade,511198.03,153415.26,3,,4912611.5,1896347.38,2444163.54,2658117.7,55332.0,4839991.87,3,2,4,1,5
IND17247,Anjali Iyer,25,Telangana,Hyderabad,73600,04-02-2014,Anjali Gupta,Indian,Network Engineer,Mid,Platinum,464515.56,60214.43,0,69018.32,1727401.47,1250560.42,393785.79,592335.96,548.4,5347695.07,3,3,3,2,1
IND17248,Ramesh Das,30,Karnataka,Mangaluru,10852,11-10-2022,Rahul Verma,Indian,System Administrator,Low,Platinum,1140199.95,254724.11,1,24963.35,1044408.69,202322.35,1135690.17,802740.29,454210.14,4264830.74,2,4,5,1,5
IND17249,Anjali Kumar,25,Delhi,New Delhi,70861,27-07-2018,Nisha Das,Indian,Network Engineer,Low,Platinum,307747.67,30772.39,4,90417.83,2453734.71,3635604.19,2705706.51,668529.35,289346.5,5045164.92,4,5,1,2,5
IND17250,Kunal Das,25,West Bengal,Kolkata,29042,10-05-2015,Amit Kumar,Indian,Business Analyst,Mid,Platinum,846390.59,192403.87,3,27687.3,4288304.66,1081342.16,1534229.54,2866769.16,196835.27,4130953.5,2,1,5,1,2
IND17251,Priya Singh,22,West Bengal,Howrah,14675,17-08-2022,Sneha Singh,Indian,IT Consultant,Low,Platinum,409471.84,244221.47,1,62911.81,744620.16,7006661.3,2353806.77,3083652.17,474651.38,5974432.37,0,2,1,2,2
IND17252,Suresh Mehta,40,Tamil Nadu,Coimbatore,68534,08-10-2013,Amit Gupta,Indian,Bank Officer,Low,Jade,635127.68,161817.33,2,25817.58,2468859.07,4040575.97,2878303.08,641592.02,285839.16,3004972.85,5,3,5,1,3
IND17253,Anjali Patel,40,Karnataka,Mangaluru,88189,28-02-2015,Kunal Reddy,Indian,Software Engineer,Mid,Jade,1193066.03,53361.78,4,143797.97,1722086.03,2527445.98,86997.75,1310011.07,475230.43,1847387.02,3,4,4,2,3
IND17254,Ramesh Das,40,West Bengal,Howrah,18218,17-09-2023,Vikas Verma,Indian,Support Engineer,High,Silver,330477.55,63096.78,0,116331.79,473903.26,537185.58,1206196.86,3860348.6,25822.74,2338482.33,2,5,1,1,1
IND17255,Asha Gupta,50,West Bengal,Howrah,20021,16-08-2008,Anjali Singh,Indian,Bank Officer,Low,Gold,580913.07,10036.26,4,58560.97,1191977.82,2561814.81,2469804.54,591030.73,376438.41,1329932.41,5,1,1,2,2
IND17256,Amit Das,30,Tamil Nadu,Chennai,51126,19-07-2022,Anjali Das,Indian,Business Analyst,Low,Gold,672645.67,170824.47,0,27059.3,1189750.14,1723784.36,1229601.84,3372861.76,58524.43,5118692.6,3,2,3,1,1
IND17257,Pooja Reddy,22,Tamil Nadu,Chennai,2057,29-04-2010,Ramesh Singh,Indian,Bank Officer,Mid,Silver,479063.49,258777.09,0,,4039672.0,4254898.16,849708.81,1052603.37,45079.82,5204642.89,0,3,2,2,5
IND17258,Vikas Patel,50,Karnataka,Bengaluru,85811,28-03-2022,Kunal Sharma,Indian,Accountant,Mid,Gold,595521.04,131624.79,0,81992.05,4098136.52,7784000.35,2668678.49,1784715.6,19271.69,3529523.36,5,4,1,1,3
IND17259,Pooja Iyer,45,Delhi,New Delhi,97682,02-01-2008,Rahul Sharma,Indian,Business Analyst,High,Platinum,737378.95,186435.54,1,115724.42,2900282.12,5094201.59,2629191.79,594720.04,90901.52,1064504.85,4,5,1,2,5
